"Plant_I.D." "Year" "ElectricityKWH" "Sulfur_Dioxide_Daily" "Nitrous_Oxide_Daily" "Dollars_Millions" "Employees" "Heat_Content_of_Coal_Daily" "Heat_Content_of_Oil_Daily" "Heat_Content_of_Gas_Daily"
"196" 863 570013400 0.01383712 5.74320547945205 187418.957152329 0.0005072144 6191936800000 0.0206063728478137 0 5.83876536082192e-09
"197" 864 1274117500 0.02895647 11.7732602739726 366386.61860274 0.0008104404 12599648800000 0.196587429664932 0 1.2226767989589e-08
"198" 876 3017451000 0.10675512 75.0822191780822 740759.806156164 0.0017862768 34352918400000 0 0.0290876391123288 4.51433947545205e-08
"199" 879 5370546000 0.02453294 72.6235890410959 1556624.51944658 0.0022107932 59359610200000 0 0.0995635068493151 1.12697860438356e-08
"200" 887 4240759000 0.07163271 39.7703561643836 998127.195950685 0.0018303824 45248578200000 0.0338931586476 0 3.02739222378082e-08
"201" 889 9819826400 0.24771932 171.00802739726 950793.159156164 0.0014720244 98931146800000 0.0920641265753425 0 1.0461490151589e-07
"202" 983 10027206000 0.26683081 181.292191780822 937356.744273973 0.0021666876 9.7581649e+13 0.00550361372054795 0 1.12774452074795e-07
"203" 988 2969899000 0.04949823 46.2364383561644 909660.643786301 0.0018303824 2.8708561e+13 0.169800630129123 0 2.08787082657534e-08
"204" 991 596977000 0.01378966 6.11578082191781 308030.748868493 0.0005292672 6688371200000 0.0464063899561644 0 5.82361404328767e-09
"205" 994 9170839000 0.08470189 79.5318356164384 1502510.93036438 0.0018028164 95942152600000 0.126094130284931 0 7.33897864684931e-08
"206" 1004 176746150 0.00453268 3.06687671232877 180062.783058356 0.0003804108 2177357400000 0.0166322444054795 0 1.91419674164384e-09
"207" 1008 1990639850 0.04975629 28.0361095890411 399417.066389041 0.0009041648 21492141600000 0.139988057079452 0 2.10219994224658e-08
"208" 1012 1387121420 0.03857499 20.0186575342466 283435.89919726 0.0003914372 1.4545072e+13 0.00325765370958904 0.0142305156821918 1.63013081556164e-08
"209" 1047 1059758000 0.00559451 21.1232328767123 258463.013305479 0.0002921996 12101012200000 0.0226619388493151 0 2.47890649972603e-09
"210" 1250 1300658000 0.00562883 14.2181917808219 321656.141164384 0.000744282 15051251800000 0 0.420501412709589 4.97132633671233e-09
"211" 1355 3537584000 0.0693399 34.8398356164384 354941.511534247 0.0007828744 37540419200000 0.041546887890411 0 2.92830003772603e-08
"212" 1356 8293951000 0.09041077 81.2391506849315 1080247.71955342 0.0012790624 85418329600000 0.130306148383562 0 3.81511620789041e-08
"213" 1357 1045012000 0.02419169 14.9179452054795 199456.166231507 0.0005899124 12172412600000 0.0108588456986301 0 1.02723443794521e-08
"214" 1364 6879721000 0.02028618 75.6616438356164 944940.728487671 0.0031259844 7.0938197e+13 0.154384458410959 0.100735786849315 8.2620070279726e-08
"215" 1570 538743000 0.00441419 5.05717808219178 163840.527813425 0.000358358 5749095200000 0.0223483138027397 0 1.85151187890411e-09
"216" 1606 1134652000 0.01095146 12.4678356164384 105376.932752603 0.0003748976 11027403200000 0.00418810165959452 0 4.61608535013699e-09
"217" 1695 2202227000 0.01413368 18.5162465753425 412453.63250411 0.001019942 21841184200000 0.0435938814739726 0 5.95873135726027e-09
"218" 1745 3977766000 0.02251411 31.1371506849315 983095.101561644 0.0018028164 39120426200000 0.0720684120440219 0 9.48385761041096e-09
"219" 1943 45399500 0.00070423 0.668246575342466 120321.874636712 0.0002039884 683790800000 0.00330486608219178 0 3.77466130684932e-10
"220" 2080 1950430000 0.05138096 22.5041369863014 298987.1208 0.000854546 2.1159646e+13 0.0140029536521096 0 2.35527913561644e-08
"221" 2103 12378163000 0.26459055 112.360246575342 1469030.925 0.0026628756 124003631200000 0.212985129747945 0 1.11791655881096e-07
"222" 2107 3656467000 0.08321693 78.4118356164384 566804.480164384 0.0014444584 39004751200000 0.0249483666082192 0 3.51715153742466e-08
"223" 2526 794220388 0.01246847 8.17742465753425 224665.715058082 0.0004575956 8492290400000 0.0586782547544219 0 5.25362902520548e-09
"224" 2527 732301100 0.01161232 8.38871232876712 220473.723740822 0.000496188 8211254400000 0.0932022819863014 0 4.89218940739726e-09
"225" 2535 2155297000 0.02820536 17.1134520547945 249886.169983288 0.0004520824 20310460200000 0.010673790059589 0 1.19351272076712e-08
"226" 2549 3880109000 0.04685514 45.0502739726027 1015744.54629863 0.0016704996 39467432400000 0 0 1.98113473257534e-08
"227" 2554 3304890000 0.05114344 27.341095890411 568626.029638356 0.001157772 34208993200000 0 0 2.16063408558904e-08
"228" 2642 1167207000 0.0198638 9.63942465753425 251762.252964384 0.0007277424 1.2355093e+13 0.0288535042849315 0 8.39007219452055e-09
"229" 2706 2246022000 0.01802976 25.8140821917808 199028.13770411 0.0005568332 2.2543435e+13 0.0469175515697096 0 7.59824523041096e-09
"230" 2718 1795127000 0.01225825 14.5095068493151 532758.086824658 0.000854546 17701662600000 0.134494384935649 0 5.16415836739726e-09
"231" 2721 2447075000 0.01814698 19.6606301369863 425888.813682192 0.0007828744 24186739600000 0.0359217427781589 0 7.678434e-09
"232" 2727 8666656000 0.05532125 64.9311232876712 813322.016169863 0.00110264 79149777400000 0.193415493390115 0 2.34002745164384e-08
"233" 2790 261839200 0.0035088 2.02021917808219 104405.232063014 0.0002811732 3.545458e+12 0 0.00300978875342466 1.88138896027397e-09
"234" 2850 14598628000 0.17273368 188.573205479452 1310237.75803836 0.003059826 143826005600000 0.0805417817983397 0 7.29640561249315e-08
"235" 2864 2467925900 0.06133491 34.9207397260274 569023.66 0.0015381828 27849763200000 0.0134284566407178 0 2.58954403791781e-08
"236" 2872 8626874000 0.31428719 136.647671232877 1006467.29556164 0.002039884 8.238266e+13 0.177110653299386 0 1.32846358703836e-07
"237" 2876 7520957000 0.20564566 129.903287671233 807280.794342466 0.0018634616 73233433800000 0.0160522066849315 0 8.69454863950685e-08
"238" 3098 1477663000 0.0033161 21.3803561643836 607004.950147945 0.001268036 16990296800000 0.0808903406283288 0 1.00009214128767e-08
"239" 3130 1198173000 0.01607525 12.6341369863014 295529.000041096 0.0005733728 1.3499627e+13 0.186807420403397 0 6.77173162520548e-09
"240" 3131 3694687000 0.0571878 37.8750684931507 530648.442972603 0.0007663348 37661949400000 0.213883598060137 0 2.41554396279452e-08
"241" 3138 1900180000 0.0249998 26.9874520547945 382298.865260274 0.0009262176 21720074600000 0.0295719787988877 0 1.05835526021918e-08
"242" 3140 9254329000 0.12635606 75.2472876712329 788122.128273973 0.0011908512 9.1129723e+13 0.252726252300296 0 5.33278683073973e-08
"243" 3149 9940743000 0.10347828 77.2367123287671 803399.554523288 0.0010695608 9.471533e+13 0.282085451680488 0 4.37233140328767e-08
"244" 3178 2295196000 0.0324024 28.6393424657534 242422.850438356 0.0004575956 23636799400000 0.0107357326924438 0 1.36998662786301e-08
"245" 3297 3824884000 0.03707951 44.5584109589041 361358.090558904 0.0005072144 37804538200000 0.195230310014466 0 1.56649367605479e-08
"246" 3497 6678077000 0.06030051 51.1845753424657 487691.357468493 0.0014113792 7.041914e+13 0 1.01787627123288 3.23559557523288e-08
"247" 3644 817154000 0.00347907 8.06687671232877 155804.458233425 0.0005733728 9.191328e+12 0.0133138890739726 0 1.45895866520548e-09
"248" 3775 3216096000 0.01694242 35.120904109589 451397.846747945 0.000992376 29842685200000 0.0283679688727726 0 7.13316321369863e-09
"249" 3776 577684000 0.00658131 11.0939452054795 363946.877043836 0.0007277424 9.627739e+12 0.101999768050849 0 2.76735161424658e-09
"250" 3788 1977266000 0.01204774 16.8783561643836 504656.074520548 0.0011743116 21189253800000 0.112179099559858 0 5.09066604657534e-09
"251" 3796 1446463000 0.00817842 17.575698630137 252080.44223863 0.0007773612 14877974800000 0.0406026404383562 0 3.43950163726027e-09
"252" 3936 1483797000 0.00865929 18.1529315068493 372414.689832877 0.0008049272 14194156800000 0.0252665038086904 0 3.65218213479452e-09
"253" 3945 510693000 0.00450476 7.79013698630137 213785.251445753 0.0004355428 6312638800000 0.00950992076712329 0 1.90879301260274e-09
"254" 3946 995971000 0.0105059 18.2915342465753 233104.212308219 0.0003804108 10608762400000 0.0152158732273973 0 4.42476283068493e-09
"255" 3947 4536204000 0.14987656 83.4805479452055 490772.234153425 0.0013397076 4.40016e+13 0.0140936148967562 0 6.33402314942466e-08
"256" 3948 5750396000 0.06671913 72.8999178082192 918118.594652055 0.0013948396 5.7664448e+13 0.250919043612559 0 2.82271855923288e-08
"257" 4054 900933000 0.01039707 19.3986301369863 140476.429478904 0.0003363052 9225399400000 0.00332941651594521 0 4.38917690630137e-09
"258" 4072 1173509000 0.0310381 18.505095890411 323922.941465753 0.0009041648 13453714400000 0.0679453488 0.0483314182438356 1.31218519454795e-08
"259" 4158 3878468000 0.0211916 60.2084383561644 600267.833758904 0.0014499716 43761734600000 0.0787629780973479 0 9.75794630958904e-09
"260" 4162 4030948000 0.01319427 42.7888219178082 496293.442827397 0.001185338 4.0286415e+13 0.0337602187232877 0.0717017835616438 9.14898699616438e-09
"261" 6002 5259282000 0.02036137 42.0243561643836 1006606.38365753 0.002012318 50453061600000 0.329657592679397 0.263975937435616 8.52050841780822e-09
"262" 6004 7689740000 0.03783013 81.2651780821918 1130145.76781918 0.0013617604 76479120600000 0.222056649912329 0 7.16911527484931e-08
"263" 6016 2004101000 0.00902368 20.5808219178082 435754.695909589 0.0006836368 20590533600000 0.0289287742961096 0 2.72518486323288e-08
"264" 6017 4363426000 0.01384698 28.5910410958904 950405.059416438 0.0013286812 45976489600000 0.100080456956679 0 3.10079622213699e-08
"265" 6095 4773020000 0.01873749 56.7025205479452 615346.277794521 0.001433432 50886865600000 0.022403973817726 0 8.64024959342466e-09
"266" 6139 7520394000 0.03219333 138.155780821918 598495.422624658 0.0007332556 77262495400000 0.136443756821918 0 1.47684797917808e-08
"267" 6146 14168303000 0.0427024 116.690739726027 1239618.77847945 0.0037875684 160037434400000 0.327161508263014 0 7.89266897293151e-08
"268" 6147 11763245000 0.07162134 106.750876712329 896187.364915068 0.0028889168 131798360800000 0.347172809621918 0 5.0688094480274e-08
"269" 6155 5523395000 0.057405 52.5465479452055 682453.478167123 0.0014003528 54087443400000 0.0457386721150685 0 2.42558863594521e-08
"270" 6178 4224102000 0.01320353 39.2333698630137 364973.897282192 0.000661584 4.1079528e+13 0.0265549362016438 0 5.51777743232877e-09
"271" 6193 6835370000 0.0263103 77.3019178082192 531937.675383562 0.0008214668 6.697252e+13 0 0.236950868778082 1.20715934465753e-08
"272" 6248 2656066000 0.01169393 54.2310136986301 559043.62150411 0.0006285048 30808133600000 0.0806818339293534 0 5.34366173506849e-09
"273" 6264 7384308000 0.03589544 57.6427123287671 872989.46880274 0.0013893264 68882115600000 0.183523584060888 0 1.51281449309589e-08
"274" 8042 9484824000 0.06053428 103.679424657534 754864.958438356 0.0010034024 8.6061469e+13 0.220120207471529 0 2.55155333367123e-08
"275" 8102 12582770000 0.36733043 168.886410958904 1339570.84116712 0.0020233444 126070975200000 0.106620466563666 0 1.55216520272877e-07
"276" 8226 3429586000 0.03960897 28.5568767123288 481157.488849315 0.0008986516 33978076800000 0.0167741647975233 0.169457409830137 1.67073987945205e-08
"277" 3 7756970000 0.04960813 64.8043835616438 988905.747131507 0.0025029928 74935440600000 0.0395014489428329 0.549581484682192 2.10500377906849e-08
"278" 8 6752982000 0.068955 57.8133424657534 927153.465854794 0.0030102072 66581747800000 0.128019538519792 0 2.91179497767123e-08
"279" 470 3738748000 0.01299084 47.4711780821918 462369.618621918 0.0006119652 38999983200000 0.059070377115074 0 5.93665074082192e-09
"280" 602 3976690000 0.02099969 33.3107397260274 625858.749093151 0.0006836368 39364275200000 0.144918171993058 0 8.86693321643836e-09
"281" 641 5092423000 0.1214062 63.5472328767123 726946.765717808 0.0013176548 5.3581666e+13 0.0337264956 0.556752706849315 5.13372726328767e-08
"282" 708 5186062000 0.07184455 63.3236712328767 505788.572287671 0.0017531976 53566230800000 0.0403126215780822 0 3.03984087386301e-08
"283" 709 10054778000 0.09586403 120.021589041096 828754.180073973 0.0027786528 98345771800000 0.0339726744 0 4.04466388758904e-08
"284" 728 5411953000 0.09188407 47.9488219178082 789150.922887671 0.0026242832 55353000800000 0.0788556188893315 0 3.87963657205479e-08
"285" 856 3289077000 0.02331993 38.525698630137 511743.567180822 0.000882112 3.2876552e+13 0.0360102086474795 0 9.85100607123288e-09
"286" 861 3137054000 0.11305028 71.8895890410959 602946.493369863 0.001571262 33601877400000 0.0583772556452055 0 4.7762324479726e-08
"287" 862 421959900 0.01248279 6.03591780821918 243362.769307671 0.0005347804 4.671308e+12 0.0186659342169041 0 5.27181542383562e-09
"288" 863 511910100 0.01201287 4.96117808219178 190375.225698904 0.0005182408 5436223400000 0.0370639247300384 0 5.07911186219178e-09
"289" 864 1373146000 0.03258021 13.1499178082192 366452.462142466 0.0008049272 14075383600000 0.264276681694373 0 1.37412734564384e-08
"290" 876 4482961000 0.15504837 108.762465753425 752471.044364384 0.0017311448 49669267400000 0 0.0441066335342466 6.55553107594521e-08
"291" 879 3943263000 0.01935114 55.8661369863014 1559449.62706301 0.0021170688 45812532400000 0 0.0954685561643836 8.88520793753425e-09
"292" 887 4768062000 0.08138237 43.0260273972603 998451.927367123 0.0019130804 48868908800000 0.0234624617222301 0 3.43707196652055e-08
"293" 889 9623680800 0.24150556 165.648520547945 951893.741257534 0.0014665112 97070712200000 0.0717628063561644 0 1.02043031606301e-07
"294" 983 9720055000 0.26406463 177.02602739726 937649.827616438 0.002122582 95965834200000 0.0110072274410959 0 1.1162329720274e-07
"295" 988 3974945000 0.06000939 63.5458904109589 917239.017632877 0.0018414088 38923076200000 0.166039881377079 0 2.53576529145206e-08
"296" 991 689213000 0.01452621 7.12860273972603 314421.205610959 0.0005292672 7833467800000 0.110294847024658 0 6.12505058958904e-09
"297" 994 9579248000 0.07302583 77.4990136986301 1505156.90979726 0.0018138428 98264203200000 0.0782814860876712 0 7.53571051586301e-08
"298" 1004 145145144 0.00445329 3.05430136986301 180410.501043288 0.0003693844 2.158826e+12 0.0351125159671233 0 1.8781451169863e-09
"299" 1008 1886225900 0.04327366 26.7848767123288 402759.782134247 0.000882112 2.0173876e+13 0.0979454392767123 0 1.82718947769863e-08
"300" 1012 2242396100 0.06149227 33.1270136986301 284031.718630137 0.0004575956 2.4311327e+13 0.00604992831780822 0.0162357568273973 2.59717590189041e-08
"301" 1047 1182098600 0.00638197 24.3358356164384 258741.203778356 0.000303226 13926537400000 0.0250225574794521 0 2.85326528547945e-09
"302" 1250 1987676000 0.00743984 20.8362739726027 322583.019306849 0.000744282 22170664200000 0 0.296938684586301 6.64856193205479e-09
"303" 1355 3371850000 0.06206966 33.1950410958904 356824.052457534 0.0008435196 35445047200000 0.0486287437808219 0 2.62451732556164e-08
"304" 1356 9713922000 0.08956317 93.9909315068493 1076813.33549863 0.0012845756 97687891400000 0.156745077041096 0 3.78428042630137e-08
"305" 1357 1017665000 0.02173335 14.7098630136986 200228.832271781 0.0005954256 11762844600000 0.0103867219726027 0 9.23310210082192e-09
"306" 1364 7003970000 0.01580461 76.7719452054795 951356.018534246 0.0027566 72454648200000 0.181295510794521 0.0779385540410959 8.34266631542466e-08
"307" 1570 577322000 0.00460551 5.25813698630137 163999.635720274 0.0003638712 6.253038e+12 0.0294807543780822 0 1.93667079452055e-09
"308" 1606 1144463000 0.01032878 12.5035890410959 105302.333377534 0.0003748976 1.1100048e+13 0.0093112915709589 0 4.36303345643836e-09
"309" 1695 2081483000 0.01378768 17.3445205479452 413540.615293151 0.0009592968 20786666400000 0.0487501470246575 0 5.80093122821918e-09
"310" 1745 3472463000 0.02068173 27.8281917808219 987226.716934247 0.0021115556 3.4696228e+13 0.15904449494709 0 8.7110842109589e-09
"311" 1943 124811300 0.00098454 2.31084931506849 120340.996034795 0.0002039884 1600572200000 0.00802610334246575 0 4.5676364630137e-10
"312" 2080 2033715000 0.0074215 28.7122739726027 299143.067652055 0.0008931384 23338891800000 0.0299314571761973 0 3.36484506575342e-09
"313" 2103 11462030000 0.24861782 104.567561643836 1470339.08192329 0.0025746644 1.15450797e+14 0.251331693238356 0 1.05029944841096e-07
"314" 2107 4160795000 0.06975118 96.3081369863014 567398.430482192 0.0014224056 43184912400000 0.0231003394520548 0 2.95125504657534e-08
"315" 2526 864055200 0.01346354 9.18276712328767 224873.167112877 0.0004575956 9358206400000 0.0697630251452055 0 5.67615567205479e-09
"316" 2527 1060196900 0.01723173 10.5939452054795 222243.569451233 0.0005072144 11142131200000 0.0485107128493151 0 7.29041734931507e-09
"317" 2535 2061936200 0.02803027 16.4535890410959 250599.260105753 0.0004465692 1.9425409e+13 0.0166322444054795 0 1.18265387506849e-08
"318" 2549 4383073000 0.04482318 53.5360273972603 1027631.18989315 0.0016374204 45421160600000 0 0 1.89286044271233e-08
"319" 2554 3511270000 0.05402268 28.3602739726027 590872.594405479 0.001130206 3.5339951e+13 0 0 2.2802138719726e-08
"320" 2642 1186626000 0.01823255 9.96205479452055 254427.267143562 0.0007387688 12734918600000 0.0567762503671233 0 7.68153331561644e-09
"321" 2706 2090494000 0.01564102 23.6891232876712 200065.926141644 0.0005292672 20658016800000 0.0357029876220164 0 6.61580232657534e-09
"322" 2718 1954904000 0.01457619 15.9616164383562 533923.151854794 0.000854546 19527150600000 0.104413207208992 0 6.16287669287671e-09
"323" 2721 1606025000 0.01239035 12.9942191780822 426500.040624658 0.0007828744 16021175400000 0.0477193053366247 0 5.22428187863014e-09
"324" 2727 6784931000 0.0453339 50.6598630136986 816711.976115069 0.0010805872 62400048200000 0.17698867001783 0 1.91505507542466e-08
"325" 2790 390369800 0.00260637 2.14441095890411 104510.037363014 0.0002811732 5161907400000 0 0.000855122054794521 2.63877016273973e-09
"326" 2850 15325964000 0.19015199 197.640136986301 1326965.34690959 0.0030212336 152030812400000 0.0563993809751342 0 8.04374535353425e-08
"327" 2864 2272679800 0.06194403 34.0906849315068 574146.795545205 0.001488564 26567335600000 0.0194242627179616 0 2.6199759449589e-08
"328" 2872 8240695000 0.30257527 131.124328767123 1017813.58094247 0.0018855144 79551130600000 0.150399167614816 0 1.27801764867123e-07
"329" 2876 7636895000 0.21631894 129.891917808219 807357.749879452 0.0018579484 73453728600000 0.0206385514520548 0 9.14078986841096e-08
"330" 3098 1820516000 0.00428332 26.2515890410959 608652.719432877 0.001268036 20709530600000 0.0981940596308384 0 1.29265950616438e-08
"331" 3130 1080377000 0.0152282 12.1487397260274 298359.365816438 0.000523754 12437162400000 0.164150084760411 0 6.41449133917808e-09
"332" 3131 3652878000 0.05815652 37.9643835616438 539109.810912329 0.0007497952 37196108600000 0.226845333419178 0 2.45640996476712e-08
"333" 3138 1532511000 0.02114977 22.211397260274 383837.389654795 0.0009262176 17999855800000 0.0620369598029425 0 8.93142467506849e-09
"334" 3140 9326726000 0.12630089 75.9593150684932 806208.793016438 0.001185338 93151145400000 0.283754068448449 0 5.33411166772603e-08
"335" 3149 10066639000 0.12221724 78.4918630136986 807245.310830137 0.0010695608 95539722400000 0.266989022383463 0 5.16290017372603e-08
"336" 3178 2085533000 0.0314101 25.7923835616438 245740.526958356 0.0004575956 21313606600000 0.0140119577260274 0 1.33007129679452e-08
"337" 3297 3910506000 0.03521708 45.1872602739726 360082.941950685 0.0005072144 38550959200000 0.222554838240345 0 1.48504912158904e-08
"338" 3497 6908363000 0.05452376 53.6825479452055 491499.037523288 0.001350734 75088825200000 0 0.375139877523288 2.91746206824657e-08
"339" 3644 966736000 0.00421056 9.65630136986301 156473.833701644 0.0005623464 11121105600000 0.00998541680547945 0 1.7729209430137e-09
"340" 3775 3660223000 0.01938657 40.9989863013699 452970.421794521 0.0009868628 34852105600000 0.0330145397657753 0 8.15592933780822e-09
"341" 3776 1056116000 0.00658625 11.829698630137 364267.536753425 0.0007332556 10543815800000 0.110848553730542 0 2.79242716520548e-09
"342" 3788 2329182000 0.01393698 19.3076164383562 514061.211753425 0.0011191796 24138583800000 0.0860295051831945 0 5.86885923369863e-09
"343" 3796 1080685000 0.00740671 13.1778904109589 264178.918080548 0.0007883876 11061357200000 0.0377698980821918 0 3.12212690054795e-09
"344" 3936 1877395000 0.01125976 22.4664931506849 373508.333668493 0.000799414 18428291800000 0.0182438623504603 0 4.75747355917808e-09
"345" 3945 515722000 0.00449873 8.01016438356164 214048.050772877 0.0004300296 6456466400000 0.00950992076712329 0 1.90333307835616e-09
"346" 3946 1272721000 0.01448226 22.3874520547945 234486.220479178 0.0003748976 13375768200000 0.0213973217260274 0 6.10451160164384e-09
"347" 3947 4728797000 0.1451945 86.9167397260274 492119.071931507 0.0012184172 45873269200000 0.0158237460139069 0 6.13844991057534e-08
"348" 3948 6845560000 0.07296903 86.2238082191781 923424.249063014 0.0012900888 68319811200000 0.344261640770236 0 3.08163506465753e-08
"349" 4054 1086347000 0.01137233 23.8695890410959 141613.025775068 0.0003363052 10943125200000 0.00380504744679452 0 4.79911358712329e-09
"350" 4072 1453027000 0.03612756 22.2506849315069 331692.893621918 0.0008931384 1.6127387e+13 0.037230328109589 0.206329951660274 1.52683367720548e-08
"351" 4158 5651935000 0.02784198 82.9871780821918 605540.060087671 0.0013948396 62767584600000 0.068960610405074 0 1.27682168219178e-08
"352" 4162 4729155000 0.02588287 52.3605479452055 500306.641832877 0.0011908512 48666998800000 0.0247257939945205 0.14621382739726 1.66158726320548e-08
"353" 6002 6531350000 0.02664324 52.164602739726 1009104.25221096 0.0022493856 61902760200000 0.167188042438718 0.311821421531507 1.12004448789041e-08
"354" 6004 6349422000 0.03334029 66.457397260274 1138162.71855342 0.0013617604 64773938200000 0.29385655170411 0 6.25435628531507e-08
"355" 6016 1895493000 0.0083724 19.4865205479452 438008.964772603 0.0007277424 19360004400000 0.0312164970229479 0 2.52826591117808e-08
"356" 6017 3812557000 0.03220745 25.9902191780822 953550.349194521 0.0013121416 41540266600000 0.112361993546696 0 2.97899070961644e-08
"357" 6095 4631974000 0.01663769 53.7332054794521 617038.132624657 0.0012239304 48091337400000 0.0289386012142356 0 7.55764098410959e-09
"358" 6139 7664430000 0.03026522 140.062684931507 598782.525328767 0.0007277424 81083097200000 0.115670312876712 0 1.38841952646575e-08
"359" 6146 14981963000 0.05276111 122.365068493151 1245572.97555342 0.0036442252 169663947200000 0.23920485810411 0 8.8852729749863e-08
"360" 6147 11779389000 0.0686598 105.566164383562 897088.919060274 0.0027510868 133166204800000 0.386264654136986 0 4.82542645553425e-08
"361" 6155 6665440000 0.06631652 63.4402739726027 682894.028052055 0.0013562472 63870703600000 0.0568268350520548 0 2.81347681758904e-08
"362" 6178 4275401000 0.01436276 39.8070136986301 362867.266556164 0.0006285048 4.1776776e+13 0.0269530477889918 0 6.06495919561644e-09
"363" 6193 7119881000 0.02660762 84.8003835616438 534563.205317808 0.0008159536 7.2785176e+13 0 0.26126251070137 1.22493945994521e-08
"364" 6248 3185399000 0.02121617 60.6353698630137 462937.982115068 0.0006119652 34284619800000 0.069497721961989 0 9.68961683835616e-09
"365" 6264 6624004000 0.03312948 52.5592602739726 870761.649528767 0.0013893264 62172788400000 0.176925267173737 0 1.39934100082192e-08
"366" 8042 12207651000 0.07803036 131.693369863014 766302.006063014 0.001019942 109683097200000 0.0941240057643123 0 3.29131821887671e-08
"367" 8102 12125976000 0.34831573 163.262602739726 1336779.58600274 0.0018358956 121670865600000 0.17653861133137 0 1.47294765909041e-07
"368" 8226 3359994000 0.0390321 27.8238082191781 482794.150227397 0.0008931384 33255188400000 0 0.276183386893151 1.64798158882192e-08
"369" 3 9560898000 0.06210054 80.5021917808219 995977.33719726 0.0024754268 9.2103519e+13 0.0416267779694795 0.502851192156164 2.62609026838356e-08
"370" 8 5995896000 0.07913308 53.471698630137 932838.366364383 0.0027510868 59053090200000 0.142334252329759 0 3.34036127531507e-08
"371" 470 3751373000 0.01233021 47.6505753424657 463033.965109589 0.000606452 38870600200000 0.048414230993589 0.00909384166027397 5.60152318849315e-09
"372" 602 4799570000 0.02458634 38.8221095890411 626354.343961644 0.0006836368 4.665543e+13 0.129769411153315 0 1.03361372876712e-08
"373" 641 4776028000 0.11486982 60.1805205479452 737406.303375342 0.0013286812 5.0262346e+13 0.0369605431232877 0.323902569863014 4.85520718512329e-08
"374" 708 4890145000 0.07044289 62.5783561643836 509965.592446575 0.0016704996 51786683400000 0.0473438927835616 0 2.9792436330411e-08
"375" 709 10418443000 0.10154405 122.641315068493 832304.495893151 0.0025801776 100505155600000 0.0367649490082192 0 4.28395594405479e-08
"376" 728 5126324000 0.08983246 46.3356164383562 790718.64610137 0.002453374 53793371600000 0.111562836460274 0 3.79589884520548e-08
"377" 856 3183443000 0.02292928 37.6285753424658 515075.022731507 0.0008876252 31780307200000 0.0388921226897096 0 9.68088094356164e-09
"378" 861 3667461000 0.12754395 84.077095890411 606214.298673973 0.001543696 38757939200000 0.043197496510537 0 5.3927104120274e-08
"379" 862 350691700 0.00962413 5.15117808219178 244287.909733425 0.0005623464 3969172400000 0.0229502681811123 0 4.06147647041096e-09
"380" 863 375903800 0.00863937 3.76104109589041 191272.168630959 0.0005127276 4146965800000 0.0369764705544164 0 3.6503514509589e-09
"381" 864 1021038400 0.02422754 9.95353424657534 366790.843254795 0.0008049272 10851309400000 0.142720925033688 0 1.02156815030137e-08
"382" 876 3893783000 0.14099502 97.6398356164384 755822.027284932 0.00165396 44119947600000 0 0.078661272690411 5.96241440408219e-08
"383" 879 3389653000 0.01594604 51.2482739726027 1502045.62169863 0.0020233444 41813389200000 0 0.149264967123288 7.32454996767123e-09
"384" 887 5972716000 0.09983654 55.5519178082192 999673.746312329 0.0019737256 6.1906759e+13 0.022932570286011 0 4.2221189769863e-08
"385" 889 8772057100 0.2272301 161.330904109589 952823.09269863 0.0014499716 89439059200000 0.0882871367671233 0 9.59733431441096e-08
"386" 983 9979551000 0.28021595 180.747671232877 938022.713887671 0.002095016 97850874200000 0.0165108411616438 0 1.18417647408493e-07
"387" 988 4525032000 0.07093014 74.0448767123288 921092.227076712 0.0018634616 44700730800000 0.207825957264033 0 2.99344909726027e-08
"388" 991 594733000 0.01295077 6.32071232876712 323405.563290411 0.00055132 6785012200000 0.0527581773228329 0 5.47801626410959e-09
"389" 994 9047050000 0.095092 78.4558082191781 1513213.48665479 0.0018083296 93517613800000 0.0915614294657425 0 7.68186251753425e-08
"390" 1004 124509350 0.00391865 2.54643835616438 180916.649454795 0.000385924 1796708800000 0.0198662919287671 0 1.65368561424658e-09
"391" 1008 2397921000 0.05209729 35.1138904109589 406213.284435616 0.000882112 25441862600000 0.135367989189041 0 2.19830843482192e-08
"392" 1012 2031470800 0.05676613 30.1924931506849 284294.766838356 0.0004796484 21914979400000 0.010238340230137 0.0152512825068493 2.40162915978082e-08
"393" 1047 932278140 0.00625488 18.6434520547945 259121.161574795 0.0001323168 11035674400000 0.0396583929863014 0 2.75471347232877e-09
"394" 1250 2143731000 0.00500111 23.5306849315069 324791.436210959 0.000744282 24125859800000 0 0.246453964627397 4.65200850575342e-09
"395" 1355 3301508000 0.05845629 31.7454520547945 357464.670506849 0.0008765988 34812813400000 0.0528778573150685 0 2.46852941293151e-08
"396" 1356 8050208000 0.0998647 80.0982191780822 1079465.55434247 0.0013066284 84665565800000 0.13597163309589 0 4.21741460128767e-08
"397" 1357 1044115000 0.02157791 14.9832876712329 200341.241633151 0.0006009388 11757050800000 0.00755397961643836 0 9.1382277139726e-09
"398" 1364 8199288000 0.19285679 80.5230136986301 952206.302641096 0.0027124944 77750317600000 0.200120567568658 0.0632067682191781 8.14507611263014e-08
"399" 1570 577498000 0.00464068 5.27950684931507 165078.836289315 0.0003638712 6213802200000 0.0266277781479452 0 1.95109947369863e-09
